,Unnamed: 0,CAND_ID,CAND_NAME,CAND_OFFICE,CAND_ICI,STATE_FULL,PARTY_FULL,CAND_FIRST,CAND_LAST,SEARCH_QUERY,SEARCH_QUERY_W_STATE,SEARCH_URLS
7510,7510,S8CA00572,"BHUMITRA, ARUN K",Senate,Challenger,California,Republican Party,Arun,Bhumitra,Arun_Bhumitra,Arun_Bhumitra_(California),https://ballotpedia.org/Arun_Bhumitra
7511,7511,S8CA00598,"DE LA FUENTE, ROQUE ROCKY",Senate,Challenger,California,Republican Party,Roque,De la fuente,Roque_De la fuente,Roque_De la fuente_(California),https://ballotpedia.org/Roque_De la fuente
7512,7512,S8CT00154,"VISCONTI, JOE",Senate,Challenger,Connecticut,Republican Party,Joe,Visconti,Joe_Visconti,Joe_Visconti_(Connecticut),https://ballotpedia.org/Joe_Visconti
7513,7513,S8DE00079,"CARPER, THOMAS R.",Senate,Incumbent,Delaware,Democratic Party,Thomas,Carper,Thomas_Carper,Thomas_Carper_(Delaware),https://ballotpedia.org/Thomas_Carper
7514,7514,S8DE00129,"TRUONO, EUGENE (GENE) J JR",Senate,Challenger,Delaware,Republican Party,Eugene,Truono,Eugene_Truono,Eugene_Truono_(Delaware),https://ballotpedia.org/Eugene_Truono
7515,7515,S8FL00026,"SMITH, JOSEPH DR",Senate,,Florida,Republican Party,Joseph,Smith,Joseph_Smith,Joseph_Smith_(Florida),https://ballotpedia.org/Joseph_Smith
7516,7516,S8FL00166,"NELSON, BILL",Senate,Incumbent,Florida,Democratic Party,Bill,Nelson,Bill_Nelson,Bill_Nelson_(Florida),https://ballotpedia.org/Bill_Nelson
7517,7517,S8FL00273,"SCOTT, RICK SEN",Senate,Incumbent,Florida,Republican Party,Rick,Scott,Rick_Scott,Rick_Scott_(Florida),https://ballotpedia.org/Rick_Scott
7518,7518,S8GA00180,"OSSOFF, T. JONATHAN",Senate,Incumbent,Georgia,Democratic Party,T.,Ossoff,T._Ossoff,T._Ossoff_(Georgia),https://ballotpedia.org/T._Ossoff
7519,7519,S8ID00027,"CRAPO, MICHAEL D",Senate,Incumbent,Idaho,Republican Party,Michael,Crapo,Michael_Crapo,Michael_Crapo_(Idaho),https://ballotpedia.org/Michael_Crapo
7520,7520,S8ID00092,"RISCH, JAMES E MR.",Senate,Incumbent,Idaho,Unknown,James,Risch,James_Risch,James_Risch_(Idaho),https://ballotpedia.org/James_Risch
7521,7521,S8IN00049,"BAYH, EVAN",Senate,Open seat,Indiana,Democratic Party,Evan,Bayh,Evan_Bayh,Evan_Bayh_(Indiana),https://ballotpedia.org/Evan_Bayh
7522,7522,S8IN00171,"BRAUN, MIKE",Senate,Incumbent,Indiana,Republican Party,Mike,Braun,Mike_Braun,Mike_Braun_(Indiana),https://ballotpedia.org/Mike_Braun
7523,7523,S8IN00189,"ROKITA, THEODORE EDWARD",Senate,Challenger,Indiana,Republican Party,Theodore,Rokita,Theodore_Rokita,Theodore_Rokita_(Indiana),https://ballotpedia.org/Theodore_Rokita
7524,7524,S8KY00241,"FISCHER, GREGORY EDWARD",Senate,Challenger,Kentucky,Democratic Party,Gregory,Fischer,Gregory_Fischer,Gregory_Fischer_(Kentucky),https://ballotpedia.org/Gregory_Fischer
7525,7525,S8MA00268,"AYYADURAI, SHIVA DR",Senate,,Massachusetts,Republican Party,Shiva,Ayyadurai,Shiva_Ayyadurai,Shiva_Ayyadurai_(Massachusetts),https://ballotpedia.org/Shiva_Ayyadurai
7526,7526,S8MA00318,"KINGSTON, JOHN MR",Senate,Challenger,Massachusetts,Republican Party,John,Kingston,John_Kingston,John_Kingston_(Massachusetts),https://ballotpedia.org/John_Kingston
7527,7527,S8ME00163,"LINN, MAX MR.",Senate,Challenger,Maine,Independent,Max,Linn,Max_Linn,Max_Linn_(Maine),https://ballotpedia.org/Max_Linn
7528,7528,S8MI00281,"STABENOW, DEBBIE",Senate,Incumbent,Michigan,Democratic Party,Debbie,Stabenow,Debbie_Stabenow,Debbie_Stabenow_(Michigan),https://ballotpedia.org/Debbie_Stabenow
7529,7529,S8MI00372,"JAMES, JOHN",Senate,Challenger,Michigan,Republican Party,John,James,John_James,John_James_(Michigan),https://ballotpedia.org/John_James
7530,7530,S8MI00422,"WILLIS, VALERIE LEE",Senate,Challenger,Michigan,Independent,Valerie,Willis,Valerie_Willis,Valerie_Willis_(Michigan),https://ballotpedia.org/Valerie_Willis
7531,7531,S8MN00438,"FRANKEN, AL",Senate,Incumbent,Minnesota,Democratic Party,Al,Franken,Al_Franken,Al_Franken_(Minnesota),https://ballotpedia.org/Al_Franken
7532,7532,S8MN00578,"SMITH, TINA",Senate,Incumbent,Minnesota,Democratic Party,Tina,Smith,Tina_Smith,Tina_Smith_(Minnesota),https://ballotpedia.org/Tina_Smith
7533,7533,S8MN00586,"HOUSLEY, KARIN",Senate,Challenger,Minnesota,Republican Party,Karin,Housley,Karin_Housley,Karin_Housley_(Minnesota),https://ballotpedia.org/Karin_Housley
7534,7534,S8MN00628,"PAINTER, RICHARD",Senate,Challenger,Minnesota,Democratic-Farmer-Labor,Richard,Painter,Richard_Painter,Richard_Painter_(Minnesota),https://ballotpedia.org/Richard_Painter
7535,7535,S8MN00636,"TROOIEN, JERRY",Senate,Challenger,Minnesota,Independent,Jerry,Trooien,Jerry_Trooien,Jerry_Trooien_(Minnesota),https://ballotpedia.org/Jerry_Trooien
7536,7536,S8MN00669,"EMERY, STEPHEN ALLEN",Senate,Challenger,Minnesota,Democratic Party,Stephen,Emery,Stephen_Emery,Stephen_Emery_(Minnesota),https://ballotpedia.org/Stephen_Emery
7537,7537,S8MO00160,"HAWLEY, JOSHUA DAVID SEN",Senate,Incumbent,Missouri,Republican Party,Joshua,Hawley,Joshua_Hawley,Joshua_Hawley_(Missouri),https://ballotpedia.org/Joshua_Hawley
7538,7538,S8MO00178,"SYKES, B COURTLAND",Senate,Challenger,Missouri,Republican Party,B,Sykes,B_Sykes,B_Sykes_(Missouri),https://ballotpedia.org/B_Sykes
7539,7539,S8MO00269,"WRIGHT, CARLA (COFFEE)",Senate,,Missouri,Democratic Party,Carla,Wright,Carla_Wright,Carla_Wright_(Missouri),https://ballotpedia.org/Carla_Wright
7540,7540,S8MS00196,"WICKER, ROGER SEN.",Senate,Incumbent,Mississippi,Republican Party,Roger,Wicker,Roger_Wicker,Roger_Wicker_(Mississippi),https://ballotpedia.org/Roger_Wicker
7541,7541,S8MS00220,"BOHREN, JENSEN MR",Senate,Challenger,Mississippi,Democratic Party,Jensen,Bohren,Jensen_Bohren,Jensen_Bohren_(Mississippi),https://ballotpedia.org/Jensen_Bohren
7542,7542,S8MS00253,"BARIA, DAVID WAYNE",Senate,Open seat,Mississippi,Democratic Party,David,Baria,David_Baria,David_Baria_(Mississippi),https://ballotpedia.org/David_Baria
7543,7543,S8MS00261,"HYDE-SMITH, CINDY",Senate,Incumbent,Mississippi,Republican Party,Cindy,Hyde-smith,Cindy_Hyde-smith,Cindy_Hyde-smith_(Mississippi),https://ballotpedia.org/Cindy_Hyde-smith
7544,7544,S8MS00287,"ESPY, MICHAEL",Senate,Challenger,Mississippi,Democratic Party,Michael,Espy,Michael_Espy,Michael_Espy_(Mississippi),https://ballotpedia.org/Michael_Espy
7545,7545,S8MS00295,"BARTEE, TOBEY",Senate,Challenger,Mississippi,Democratic Party,Tobey,Bartee,Tobey_Bartee,Tobey_Bartee_(Mississippi),https://ballotpedia.org/Tobey_Bartee
7546,7546,S8MT00010,"BAUCUS, MAX",Senate,Challenger,Montana,Democratic Party,Max,Baucus,Max_Baucus,Max_Baucus_(Montana),https://ballotpedia.org/Max_Baucus
7547,7547,S8MT00218,"DOWNING, TROY",Senate,Challenger,Montana,Republican Party,Troy,Downing,Troy_Downing,Troy_Downing_(Montana),https://ballotpedia.org/Troy_Downing
7548,7548,S8MT00234,"ROSENDALE, MATT",Senate,Challenger,Montana,Republican Party,Matt,Rosendale,Matt_Rosendale,Matt_Rosendale_(Montana),https://ballotpedia.org/Matt_Rosendale
7549,7549,S8NC00270,"WILLIAMS, MARCUS W.",Senate,Open seat,North Carolina,Democratic Party,Marcus,Williams,Marcus_Williams,Marcus_Williams_(North Carolina),https://ballotpedia.org/Marcus_Williams
7550,7550,S8NC00320,"BEASLEY, SHARESE N MS.",Senate,,North Carolina,Democratic Party,Sharese,Beasley,Sharese_Beasley,Sharese_Beasley_(North Carolina),https://ballotpedia.org/Sharese_Beasley
7551,7551,S8ND00104,"CAMPBELL, TOM",Senate,Challenger,North Dakota,Republican Party,Tom,Campbell,Tom_Campbell,Tom_Campbell_(North Dakota),https://ballotpedia.org/Tom_Campbell
7552,7552,S8ND00120,"CRAMER, KEVIN MR.",Senate,Incumbent,North Dakota,Republican Party,Kevin,Cramer,Kevin_Cramer,Kevin_Cramer_(North Dakota),https://ballotpedia.org/Kevin_Cramer
7553,7553,S8NE00141,"MARVIN, LARRY",Senate,Challenger,Nebraska,Democratic Party,Larry,Marvin,Larry_Marvin,Larry_Marvin_(Nebraska),https://ballotpedia.org/Larry_Marvin
7554,7554,S8NE00216,"JANICEK, CHRIS EDWARD MR",Senate,Challenger,Nebraska,Democratic Party,Chris,Janicek,Chris_Janicek,Chris_Janicek_(Nebraska),https://ballotpedia.org/Chris_Janicek
7555,7555,S8NJ00012,"BELL, JEFFREY",Senate,Challenger,New Jersey,Republican Party,Jeffrey,Bell,Jeffrey_Bell,Jeffrey_Bell_(New Jersey),https://ballotpedia.org/Jeffrey_Bell
7556,7556,S8NJ00392,"ANDREWS, ROBERT E",Senate,Challenger,New Jersey,Democratic Party,Robert,Andrews,Robert_Andrews,Robert_Andrews_(New Jersey),https://ballotpedia.org/Robert_Andrews
7557,7557,S8NJ00467,"KABIR, MOHAMMAD SHAHJAHAN",Senate,Challenger,New Jersey,Democratic Party,Mohammad,Kabir,Mohammad_Kabir,Mohammad_Kabir_(New Jersey),https://ballotpedia.org/Mohammad_Kabir
7558,7558,S8NJ00483,"SINGH, HIRSH",Senate,Challenger,New Jersey,Republican Party,Hirsh,Singh,Hirsh_Singh,Hirsh_Singh_(New Jersey),https://ballotpedia.org/Hirsh_Singh
7559,7559,S8NJ00533,"RIVERA, NATALIE LYNN",Senate,Challenger,New Jersey,Republican Party,Natalie,Rivera,Natalie_Rivera,Natalie_Rivera_(New Jersey),https://ballotpedia.org/Natalie_Rivera
7560,7560,S8NJ00541,"FLANAGAN, PATRICIA",Senate,Challenger,New Jersey,Republican Party,Patricia,Flanagan,Patricia_Flanagan,Patricia_Flanagan_(New Jersey),https://ballotpedia.org/Patricia_Flanagan
7561,7561,S8NM00101,"MONTOYA, RICK",Senate,,New Mexico,Republican Party,Rick,Montoya,Rick_Montoya,Rick_Montoya_(New Mexico),https://ballotpedia.org/Rick_Montoya
7562,7562,S8NM00184,"UDALL, TOM",Senate,Incumbent,New Mexico,Democratic Party,Tom,Udall,Tom_Udall,Tom_Udall_(New Mexico),https://ballotpedia.org/Tom_Udall
7563,7563,S8NV00156,"ROSEN, JACKY",Senate,Incumbent,Nevada,Democratic Party,Jacky,Rosen,Jacky_Rosen,Jacky_Rosen_(Nevada),https://ballotpedia.org/Jacky_Rosen
7564,7564,S8NY00082,"SCHUMER, CHARLES E.",Senate,Incumbent,New York,Democratic Party,Charles,Schumer,Charles_Schumer,Charles_Schumer_(New York),https://ballotpedia.org/Charles_Schumer
7565,7565,S8NY00199,"HAHN, PATRICK JOHN",Senate,Challenger,New York,Republican Party,Patrick,Hahn,Patrick_Hahn,Patrick_Hahn_(New York),https://ballotpedia.org/Patrick_Hahn
7566,7566,S8NY00231,"TEMURI, PRINCE MUHAMMAD ALI HH",Senate,Challenger,New York,Independent,Prince,Temuri,Prince_Temuri,Prince_Temuri_(New York),https://ballotpedia.org/Prince_Temuri
7567,7567,S8NY00249,"TADESHE, MARY RONKE",Senate,Challenger,New York,Independent Conservative Democratic,Mary,Tadeshe,Mary_Tadeshe,Mary_Tadeshe_(New York),https://ballotpedia.org/Mary_Tadeshe
7568,7568,S8OH00086,"GIBBONS, MICHAEL",Senate,Open seat,Ohio,Republican Party,Michael,Gibbons,Michael_Gibbons,Michael_Gibbons_(Ohio),https://ballotpedia.org/Michael_Gibbons
7569,7569,S8OH00102,"RENACCI, JAMES B.",Senate,Challenger,Ohio,Republican Party,James,Renacci,James_Renacci,James_Renacci_(Ohio),https://ballotpedia.org/James_Renacci
7570,7570,S8OH00144,"FARIS, STEPHEN I MR",Senate,Open seat,Ohio,Write-In,Stephen,Faris,Stephen_Faris,Stephen_Faris_(Ohio),https://ballotpedia.org/Stephen_Faris
7571,7571,S8OR00207,"MERKLEY, JEFFREY ALAN",Senate,Incumbent,Oregon,Democratic Party,Jeffrey,Merkley,Jeffrey_Merkley,Jeffrey_Merkley_(Oregon),https://ballotpedia.org/Jeffrey_Merkley
7572,7572,S8PA00254,"KERNS JR, DALE RONALD",Senate,Challenger,Pennsylvania,Libertarian Party,Dale,Kerns jr,Dale_Kerns jr,Dale_Kerns jr_(Pennsylvania),https://ballotpedia.org/Dale_Kerns jr
7573,7573,S8PA00270,"CHRISTIANA, JAMES JOSEPH III",Senate,Challenger,Pennsylvania,Republican Party,James,Christiana,James_Christiana,James_Christiana_(Pennsylvania),https://ballotpedia.org/James_Christiana
7574,7574,S8SC00134,"WHITE, JOE MR.",Senate,Challenger,South Carolina,Republican Party,Joe,White,Joe_White,Joe_White_(South Carolina),https://ballotpedia.org/Joe_White
7575,7575,S8TN00311,"MACKLER, JAMES",Senate,Open seat,Tennessee,Democratic Party,James,Mackler,James_Mackler,James_Mackler_(Tennessee),https://ballotpedia.org/James_Mackler
7576,7576,S8TN00337,"BLACKBURN, MARSHA MRS.",Senate,Incumbent,Tennessee,Republican Party,Marsha,Blackburn,Marsha_Blackburn,Marsha_Blackburn_(Tennessee),https://ballotpedia.org/Marsha_Blackburn
7577,7577,S8TN00352,"FINCHER, STEPHEN",Senate,Open seat,Tennessee,Republican Party,Stephen,Fincher,Stephen_Fincher,Stephen_Fincher_(Tennessee),https://ballotpedia.org/Stephen_Fincher
7578,7578,S8TN00394,"PETTIGREW, AARON LEO",Senate,Open seat,Tennessee,Republican Party,Aaron,Pettigrew,Aaron_Pettigrew,Aaron_Pettigrew_(Tennessee),https://ballotpedia.org/Aaron_Pettigrew
7579,7579,S8TX00285,"O'ROURKE, ROBERT (BETO)",Senate,Challenger,Texas,Democratic Party,Robert,O'rourke,Robert_O'rourke,Robert_O'rourke_(Texas),https://ballotpedia.org/Robert_O'rourke
7580,7580,S8TX00442,"JENKINS, JONATHAN",Senate,Challenger,Texas,Independent,Jonathan,Jenkins,Jonathan_Jenkins,Jonathan_Jenkins_(Texas),https://ballotpedia.org/Jonathan_Jenkins
7581,7581,S8TX00459,"TZINTZUN RAMIREZ, CRISTINA",Senate,Challenger,Texas,Democratic Party,Cristina,Tzintzun ramirez,Cristina_Tzintzun ramirez,Cristina_Tzintzun ramirez_(Texas),https://ballotpedia.org/Cristina_Tzintzun ramirez
7582,7582,S8UT00176,"ROMNEY, WILLARD MITT MR",Senate,Incumbent,Utah,Republican Party,Willard,Romney,Willard_Romney,Willard_Romney_(Utah),https://ballotpedia.org/Willard_Romney
7583,7583,S8UT00242,"KENNEDY, MIKE",Senate,Open seat,Utah,Republican Party,Mike,Kennedy,Mike_Kennedy,Mike_Kennedy_(Utah),https://ballotpedia.org/Mike_Kennedy
7584,7584,S8VA00263,"MARSHALL, ROBERT G",Senate,Open seat,Virginia,Republican Party,Robert,Marshall,Robert_Marshall,Robert_Marshall_(Virginia),https://ballotpedia.org/Robert_Marshall
7585,7585,S8VA00305,"RAIKLIN, IVAN ERIC",Senate,Challenger,Virginia,Republican Party,Ivan,Raiklin,Ivan_Raiklin,Ivan_Raiklin_(Virginia),https://ballotpedia.org/Ivan_Raiklin
7586,7586,S8VT00059,"MCMULLEN, JOHN A",Senate,Challenger,Vermont,Republican Party,John,Mcmullen,John_Mcmullen,John_Mcmullen_(Vermont),https://ballotpedia.org/John_Mcmullen
7587,7587,S8WA00194,"CANTWELL, MARIA",Senate,Incumbent,Washington,Democratic Party,Maria,Cantwell,Maria_Cantwell,Maria_Cantwell_(Washington),https://ballotpedia.org/Maria_Cantwell
7588,7588,S8WA00244,"GIBSON, JOSEPH",Senate,Challenger,Washington,Republican Party,Joseph,Gibson,Joseph_Gibson,Joseph_Gibson_(Washington),https://ballotpedia.org/Joseph_Gibson
7589,7589,S8WI00026,"FEINGOLD, RUSSELL DANA",Senate,Challenger,Wisconsin,Democratic Party,Russell,Feingold,Russell_Feingold,Russell_Feingold_(Wisconsin),https://ballotpedia.org/Russell_Feingold
7590,7590,S8WI00216,"NICHOLSON, KEVIN",Senate,Challenger,Wisconsin,Republican Party,Kevin,Nicholson,Kevin_Nicholson,Kevin_Nicholson_(Wisconsin),https://ballotpedia.org/Kevin_Nicholson
7591,7591,S8WI00224,"VUKMIR, LEAH",Senate,Challenger,Wisconsin,Republican Party,Leah,Vukmir,Leah_Vukmir,Leah_Vukmir_(Wisconsin),https://ballotpedia.org/Leah_Vukmir
7592,7592,S8WV00119,"SWEARENGIN, PAULA JEAN",Senate,Challenger,West Virginia,Democratic Party,Paula,Swearengin,Paula_Swearengin,Paula_Swearengin_(West Virginia),https://ballotpedia.org/Paula_Swearengin
7593,7593,S8WV00127,"JENKINS, EVAN H",Senate,Challenger,West Virginia,Republican Party,Evan,Jenkins,Evan_Jenkins,Evan_Jenkins_(West Virginia),https://ballotpedia.org/Evan_Jenkins
7594,7594,S8WV00135,"COPLEY, JIMMY DALE II",Senate,Challenger,West Virginia,Republican Party,Jimmy,Copley,Jimmy_Copley,Jimmy_Copley_(West Virginia),https://ballotpedia.org/Jimmy_Copley
7595,7595,S8WV00143,"MORRISEY, PATRICK MR",Senate,Challenger,West Virginia,Republican Party,Patrick,Morrisey,Patrick_Morrisey,Patrick_Morrisey_(West Virginia),https://ballotpedia.org/Patrick_Morrisey
